Route,Date of Journey,Departure Time,Departure Station,Arrival Destination,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Delay in Minutes,Trip ID,Day Type
Liverpool Lime Street to Manchester Piccadilly,1/16/2024,23:45:00,Liverpool Lime Street,Manchester Piccadilly,0:15:00,0:15:00,On Time,No delay,0,2484,Weekday
London Euston to Birmingham New Street,1/17/2024,22:45:00,London Euston,Birmingham New Street,0:05:00,0:05:00,On Time,No delay,0,2485,Weekday
London Paddington to Reading,1/16/2024,23:00:00,London Paddington,Reading,0:00:00,0:00:00,On Time,No delay,0,2486,Weekday
Manchester Piccadilly to Nottingham,1/16/2024,2:00:00,Manchester Piccadilly,Nottingham,3:00:00,3:00:00,On Time,No delay,0,2487,Weekday
London Kings Cross to York,1/16/2024,23:45:00,London Kings Cross,York,1:35:00,1:35:00,On Time,No delay,0,2488,Weekday
Birmingham New Street to London Euston,1/17/2024,23:45:00,Birmingham New Street,London Euston,1:05:00,1:05:00,On Time,No delay,0,2489,Weekday
Manchester Piccadilly to London Paddington,1/16/2024,23:45:00,Manchester Piccadilly,London Paddington,2:00:00,2:00:00,On Time,No delay,0,2490,Weekday
York to Durham,1/16/2024,23:45:00,York,Durham,0:35:00,0:35:00,On Time,No delay,0,2491,Weekday
London Kings Cross to York,1/16/2024,2:45:00,London Kings Cross,York,4:35:00,4:35:00,On Time,No delay,0,2492,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/16/2024,2:45:00,Liverpool Lime Street,Manchester Piccadilly,3:15:00,3:15:00,On Time,No delay,0,2493,Weekday
London Paddington to Reading,1/17/2024,23:45:00,London Paddington,Reading,0:45:00,0:45:00,On Time,No delay,0,2494,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/17/2024,0:15:00,Liverpool Lime Street,Manchester Piccadilly,0:45:00,0:45:00,On Time,No delay,0,2495,Weekday
London Kings Cross to York,1/16/2024,3:30:00,London Kings Cross,York,5:20:00,5:20:00,On Time,No delay,0,2496,Weekday
Birmingham New Street to Reading,1/16/2024,3:30:00,Birmingham New Street,Reading,5:00:00,5:00:00,On Time,No delay,0,2497,Weekday
London Euston to Birmingham New Street,2/6/2024,1:15:00,London Euston,Birmingham New Street,2:35:00,2:35:00,On Time,No delay,0,2498,Weekday
London St Pancras to Birmingham New Street,1/17/2024,1:30:00,London St Pancras,Birmingham New Street,2:50:00,2:50:00,On Time,No delay,0,2499,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/17/2024,1:30:00,Liverpool Lime Street,Manchester Piccadilly,2:00:00,2:00:00,On Time,No delay,0,2500,Weekday
Manchester Piccadilly to London Paddington,1/17/2024,1:45:00,Manchester Piccadilly,London Paddington,4:00:00,4:00:00,On Time,No delay,0,2501,Weekday
Oxford to Bristol Temple Meads,1/17/2024,1:45:00,Oxford,Bristol Temple Meads,3:00:00,3:00:00,On Time,No delay,0,2502,Weekday
London Paddington to Reading,1/17/2024,2:00:00,London Paddington,Reading,3:00:00,3:00:00,On Time,No delay,0,2503,Weekday
Manchester Piccadilly to Sheffield,1/16/2024,5:00:00,Manchester Piccadilly,Sheffield,5:45:00,5:45:00,On Time,No delay,0,2504,Weekday
London Kings Cross to York,1/16/2024,5:00:00,London Kings Cross,York,6:50:00,6:50:00,On Time,No delay,0,2505,Weekday
London Euston to Birmingham New Street,1/17/2024,2:15:00,London Euston,Birmingham New Street,3:35:00,3:35:00,On Time,No delay,0,2506,Weekday
London Paddington to Reading,1/16/2024,5:30:00,London Paddington,Reading,6:30:00,6:50:00,Delayed,Staff Shortage,20,2507,Weekday
Liverpool Lime Street to London Paddington,1/17/2024,3:00:00,Liverpool Lime Street,London Paddington,5:30:00,6:09:00,Delayed,Staff Shortage,39,2508,Weekday
London Kings Cross to York,1/16/2024,6:15:00,London Kings Cross,York,8:05:00,8:05:00,On Time,No delay,0,2509,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/17/2024,3:30:00,Liverpool Lime Street,Manchester Piccadilly,4:00:00,4:00:00,On Time,No delay,0,2510,Weekday
London Euston to Birmingham New Street,1/17/2024,3:45:00,London Euston,Birmingham New Street,5:05:00,5:05:00,On Time,No delay,0,2511,Weekday
London St Pancras to Birmingham New Street,1/16/2024,6:45:00,London St Pancras,Birmingham New Street,8:05:00,8:05:00,On Time,No delay,0,2512,Weekday
London Paddington to Reading,1/17/2024,4:00:00,London Paddington,Reading,5:00:00,5:00:00,On Time,No delay,0,2513,Weekday
London Euston to Birmingham New Street,1/16/2024,7:15:00,London Euston,Birmingham New Street,8:35:00,8:35:00,On Time,No delay,0,2514,Weekday
London Euston to Birmingham New Street,1/16/2024,7:30:00,London Euston,Birmingham New Street,8:50:00,8:50:00,On Time,No delay,0,2515,Weekday
Reading to Oxford,1/16/2024,8:00:00,Reading,Oxford,8:25:00,8:25:00,On Time,No delay,0,2516,Weekday
London Euston to Manchester Piccadilly,1/17/2024,5:00:00,London Euston,Manchester Piccadilly,6:50:00,6:50:00,On Time,No delay,0,2517,Weekday
Manchester Piccadilly to Sheffield,1/17/2024,5:00:00,Manchester Piccadilly,Sheffield,5:45:00,5:45:00,On Time,No delay,0,2518,Weekday
London Kings Cross to York,1/17/2024,5:00:00,London Kings Cross,York,6:50:00,6:50:00,On Time,No delay,0,2519,Weekday
Manchester Piccadilly to Sheffield,1/16/2024,8:15:00,Manchester Piccadilly,Sheffield,9:00:00,9:00:00,On Time,No delay,0,2520,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/17/2024,5:45:00,Liverpool Lime Street,Manchester Piccadilly,6:15:00,6:29:00,Delayed,Signal Failure,14,2521,Weekday
London Paddington to Reading,1/16/2024,9:15:00,London Paddington,Reading,10:15:00,10:15:00,On Time,No delay,0,2522,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/17/2024,6:15:00,Manchester Piccadilly,Liverpool Lime Street,6:45:00,6:45:00,On Time,No delay,0,2523,Weekday
London Paddington to Reading,1/17/2024,6:15:00,London Paddington,Reading,7:15:00,7:15:00,On Time,No delay,0,2524,Weekday
London St Pancras to Wolverhampton,1/17/2024,6:30:00,London St Pancras,Wolverhampton,8:00:00,8:00:00,On Time,No delay,0,2525,Weekday
London St Pancras to Birmingham New Street,1/17/2024,6:30:00,London St Pancras,Birmingham New Street,7:50:00,7:50:00,On Time,No delay,0,2526,Weekday
London Euston to Birmingham New Street,1/17/2024,6:30:00,London Euston,Birmingham New Street,7:50:00,7:50:00,On Time,No delay,0,2527,Weekday
London Kings Cross to York,1/17/2024,7:30:00,London Kings Cross,York,9:20:00,9:20:00,On Time,No delay,0,2528,Weekday
London Euston to Birmingham New Street,2/1/2024,6:30:00,London Euston,Birmingham New Street,7:50:00,7:50:00,On Time,No delay,0,2529,Weekday
London Paddington to Reading,1/17/2024,7:45:00,London Paddington,Reading,8:45:00,8:45:00,On Time,No delay,0,2530,Weekday
London Kings Cross to York,1/17/2024,7:45:00,London Kings Cross,York,9:35:00,9:35:00,On Time,No delay,0,2531,Weekday
London Kings Cross to York,1/17/2024,6:45:00,London Kings Cross,York,8:35:00,8:35:00,On Time,No delay,0,2532,Weekday
London St Pancras to Birmingham New Street,1/17/2024,6:45:00,London St Pancras,Birmingham New Street,8:05:00,8:05:00,On Time,No delay,0,2533,Weekday
London Paddington to Oxford,1/17/2024,7:45:00,London Paddington,Oxford,9:15:00,9:15:00,On Time,No delay,0,2534,Weekday
London Euston to Birmingham New Street,1/17/2024,7:15:00,London Euston,Birmingham New Street,8:35:00,8:35:00,On Time,No delay,0,2535,Weekday
York to Peterborough,1/17/2024,7:30:00,York,Peterborough,8:40:00,8:40:00,On Time,No delay,0,2536,Weekday
London Euston to Birmingham New Street,1/16/2024,10:30:00,London Euston,Birmingham New Street,11:50:00,11:50:00,On Time,No delay,0,2537,Weekday
York to Doncaster,1/17/2024,7:30:00,York,Doncaster,8:00:00,8:00:00,On Time,No delay,0,2538,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/16/2024,10:45:00,Liverpool Lime Street,Manchester Piccadilly,11:15:00,11:15:00,On Time,No delay,0,2539,Weekday
London St Pancras to Birmingham New Street,1/16/2024,11:00:00,London St Pancras,Birmingham New Street,12:20:00,,Cancelled,Technical Issue,,2540,Weekday
London St Pancras to Birmingham New Street,1/17/2024,8:00:00,London St Pancras,Birmingham New Street,9:20:00,9:20:00,On Time,No delay,0,2541,Weekday
Manchester Piccadilly to London Euston,1/17/2024,8:00:00,Manchester Piccadilly,London Euston,9:50:00,10:38:00,Delayed,Weather Conditions,48,2542,Weekday
London Kings Cross to York,1/16/2024,11:00:00,London Kings Cross,York,12:50:00,12:50:00,On Time,No delay,0,2543,Weekday
Liverpool Lime Street to London Euston,1/17/2024,8:00:00,Liverpool Lime Street,London Euston,10:15:00,11:13:00,Delayed,Weather Conditions,58,2544,Weekday
London Euston to Manchester Piccadilly,1/17/2024,8:00:00,London Euston,Manchester Piccadilly,9:50:00,9:50:00,On Time,No delay,0,2545,Weekday
Birmingham New Street to Liverpool Lime Street,1/17/2024,8:00:00,Birmingham New Street,Liverpool Lime Street,9:30:00,9:30:00,On Time,No delay,0,2546,Weekday
London Euston to Birmingham New Street,2/3/2024,8:15:00,London Euston,Birmingham New Street,9:35:00,9:35:00,On Time,No delay,0,2547,Weekend
Manchester Piccadilly to Sheffield,1/17/2024,8:15:00,Manchester Piccadilly,Sheffield,9:00:00,9:00:00,On Time,No delay,0,2548,Weekday
London Kings Cross to York,1/16/2024,11:45:00,London Kings Cross,York,13:35:00,13:35:00,On Time,No delay,0,2549,Weekday
London St Pancras to Birmingham New Street,1/16/2024,11:45:00,London St Pancras,Birmingham New Street,13:05:00,13:05:00,On Time,No delay,0,2550,Weekday
London Paddington to Reading,1/17/2024,8:45:00,London Paddington,Reading,9:45:00,9:45:00,On Time,No delay,0,2551,Weekday
London Kings Cross to York,1/17/2024,8:45:00,London Kings Cross,York,10:35:00,10:35:00,On Time,No delay,0,2552,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/17/2024,9:00:00,Manchester Piccadilly,Liverpool Lime Street,9:30:00,10:21:00,Delayed,Signal Failure,51,2553,Weekday
London Kings Cross to York,1/17/2024,9:00:00,London Kings Cross,York,10:50:00,10:50:00,On Time,No delay,0,2554,Weekday
Birmingham New Street to London St Pancras,1/16/2024,12:00:00,Birmingham New Street,London St Pancras,13:20:00,13:20:00,On Time,No delay,0,2555,Weekday
Manchester Piccadilly to Leeds,1/17/2024,9:00:00,Manchester Piccadilly,Leeds,9:45:00,12:14:00,Delayed,Signal Failure,149,2556,Weekday
London St Pancras to Birmingham New Street,1/16/2024,12:15:00,London St Pancras,Birmingham New Street,13:35:00,13:35:00,On Time,No delay,0,2557,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/16/2024,12:30:00,Liverpool Lime Street,Manchester Piccadilly,13:00:00,13:00:00,On Time,No delay,0,2558,Weekday
York to Edinburgh,1/16/2024,12:45:00,York,Edinburgh,15:15:00,15:15:00,On Time,No delay,0,2559,Weekday
London Euston to Birmingham New Street,1/16/2024,13:00:00,London Euston,Birmingham New Street,14:20:00,14:20:00,On Time,No delay,0,2560,Weekday
London Kings Cross to York,1/16/2024,13:00:00,London Kings Cross,York,14:50:00,14:50:00,On Time,No delay,0,2561,Weekday
London Euston to Birmingham New Street,1/16/2024,13:15:00,London Euston,Birmingham New Street,14:35:00,14:35:00,On Time,No delay,0,2562,Weekday
London Kings Cross to York,1/17/2024,10:15:00,London Kings Cross,York,12:05:00,12:05:00,On Time,No delay,0,2563,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/16/2024,13:30:00,Manchester Piccadilly,Liverpool Lime Street,14:00:00,14:00:00,On Time,No delay,0,2564,Weekday
Manchester Piccadilly to Sheffield,1/16/2024,13:45:00,Manchester Piccadilly,Sheffield,14:30:00,14:30:00,On Time,No delay,0,2565,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/16/2024,14:45:00,Manchester Piccadilly,Liverpool Lime Street,15:15:00,15:15:00,On Time,No delay,0,2566,Weekday
London Paddington to Reading,1/16/2024,14:00:00,London Paddington,Reading,15:00:00,15:00:00,On Time,No delay,0,2567,Weekday
London St Pancras to Birmingham New Street,1/17/2024,11:00:00,London St Pancras,Birmingham New Street,12:20:00,12:20:00,On Time,No delay,0,2568,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/17/2024,11:00:00,Manchester Piccadilly,Liverpool Lime Street,11:30:00,13:41:00,Delayed,Staff Shortage,131,2569,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/17/2024,11:15:00,Manchester Piccadilly,Liverpool Lime Street,11:45:00,11:45:00,On Time,No delay,0,2570,Weekday
London Paddington to Reading,1/17/2024,11:45:00,London Paddington,Reading,12:45:00,12:45:00,On Time,No delay,0,2571,Weekday
Manchester Piccadilly to London Euston,1/16/2024,14:45:00,Manchester Piccadilly,London Euston,16:35:00,16:35:00,On Time,No delay,0,2572,Weekday
London Euston to Birmingham New Street,1/16/2024,15:30:00,London Euston,Birmingham New Street,16:50:00,16:50:00,On Time,No delay,0,2573,Weekday
London Euston to Birmingham New Street,1/17/2024,12:30:00,London Euston,Birmingham New Street,13:50:00,13:50:00,On Time,No delay,0,2574,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/17/2024,12:30:00,Liverpool Lime Street,Manchester Piccadilly,13:00:00,13:00:00,On Time,No delay,0,2575,Weekday
Birmingham New Street to Liverpool Lime Street,1/16/2024,15:30:00,Birmingham New Street,Liverpool Lime Street,17:00:00,17:00:00,On Time,No delay,0,2576,Weekday
London Euston to Birmingham New Street,1/16/2024,15:45:00,London Euston,Birmingham New Street,17:05:00,17:05:00,On Time,No delay,0,2577,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/16/2024,15:45:00,Manchester Piccadilly,Liverpool Lime Street,16:15:00,16:15:00,On Time,No delay,0,2578,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/16/2024,16:00:00,Manchester Piccadilly,Liverpool Lime Street,16:30:00,16:30:00,On Time,No delay,0,2579,Weekday
London Euston to Birmingham New Street,1/17/2024,13:00:00,London Euston,Birmingham New Street,14:20:00,14:20:00,On Time,No delay,0,2580,Weekday
London Kings Cross to York,1/17/2024,13:00:00,London Kings Cross,York,14:50:00,14:50:00,On Time,No delay,0,2581,Weekday
London Kings Cross to York,1/16/2024,16:15:00,London Kings Cross,York,18:05:00,18:05:00,On Time,No delay,0,2582,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/17/2024,13:15:00,Liverpool Lime Street,Manchester Piccadilly,13:45:00,13:45:00,On Time,No delay,0,2583,Weekday
London Euston to Birmingham New Street,1/17/2024,13:15:00,London Euston,Birmingham New Street,14:35:00,14:35:00,On Time,No delay,0,2584,Weekday
Birmingham New Street to London St Pancras,1/17/2024,13:15:00,Birmingham New Street,London St Pancras,14:35:00,14:35:00,On Time,No delay,0,2585,Weekday
Reading to London Paddington,1/17/2024,13:30:00,Reading,London Paddington,13:55:00,13:55:00,On Time,No delay,0,2586,Weekday
Edinburgh Waverley to London Kings Cross,1/16/2024,15:30:00,Edinburgh Waverley,London Kings Cross,19:50:00,19:52:00,Delayed,Staff Shortage,2,2587,Weekday
London Paddington to Reading,1/16/2024,16:30:00,London Paddington,Reading,17:30:00,17:30:00,On Time,No delay,0,2588,Weekday
London Paddington to Reading,1/17/2024,13:45:00,London Paddington,Reading,14:45:00,14:45:00,On Time,No delay,0,2589,Weekday
Liverpool Lime Street to Sheffield,1/17/2024,13:45:00,Liverpool Lime Street,Sheffield,15:00:00,15:00:00,On Time,No delay,0,2590,Weekday
London Paddington to Reading,1/17/2024,14:00:00,London Paddington,Reading,15:00:00,15:00:00,On Time,No delay,0,2591,Weekday
London Kings Cross to York,1/16/2024,17:00:00,London Kings Cross,York,18:50:00,18:50:00,On Time,No delay,0,2592,Weekday
London St Pancras to Birmingham New Street,1/17/2024,14:00:00,London St Pancras,Birmingham New Street,15:20:00,15:20:00,On Time,No delay,0,2593,Weekday
Birmingham New Street to London Paddington,1/16/2024,17:15:00,Birmingham New Street,London Paddington,18:45:00,18:45:00,On Time,No delay,0,2594,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/17/2024,14:15:00,Manchester Piccadilly,Liverpool Lime Street,14:45:00,14:45:00,On Time,No delay,0,2595,Weekday
Reading to London Paddington,1/16/2024,17:15:00,Reading,London Paddington,17:40:00,17:40:00,On Time,No delay,0,2596,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/16/2024,17:30:00,Manchester Piccadilly,Liverpool Lime Street,18:00:00,18:00:00,On Time,No delay,0,2597,Weekday
Liverpool Lime Street to London Euston,2/2/2024,15:30:00,Liverpool Lime Street,London Euston,17:45:00,17:56:00,Delayed,Staff Shortage,11,2598,Weekday
London St Pancras to Birmingham New Street,1/17/2024,14:30:00,London St Pancras,Birmingham New Street,15:50:00,15:50:00,On Time,No delay,0,2599,Weekday
London Paddington to Reading,1/17/2024,15:00:00,London Paddington,Reading,16:00:00,16:00:00,On Time,No delay,0,2600,Weekday
London St Pancras to Birmingham New Street,1/17/2024,15:15:00,London St Pancras,Birmingham New Street,16:35:00,,Cancelled,Weather Conditions,,2601,Weekday
Liverpool Lime Street to London Euston,1/16/2024,17:30:00,Liverpool Lime Street,London Euston,19:45:00,20:04:00,Delayed,Technical Issue,19,2602,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/16/2024,18:30:00,Liverpool Lime Street,Manchester Piccadilly,19:00:00,19:00:00,On Time,No delay,0,2603,Weekday
Birmingham New Street to Coventry,1/16/2024,18:45:00,Birmingham New Street,Coventry,19:05:00,19:05:00,On Time,No delay,0,2604,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/17/2024,15:45:00,Manchester Piccadilly,Liverpool Lime Street,16:15:00,16:15:00,On Time,No delay,0,2605,Weekday
London Paddington to Reading,1/16/2024,18:45:00,London Paddington,Reading,19:45:00,19:45:00,On Time,No delay,0,2606,Weekday
London Euston to Manchester Piccadilly,1/16/2024,18:45:00,London Euston,Manchester Piccadilly,20:35:00,20:35:00,On Time,No delay,0,2607,Weekday
London Euston to Birmingham New Street,1/17/2024,16:00:00,London Euston,Birmingham New Street,17:20:00,17:20:00,On Time,No delay,0,2608,Weekday
London Kings Cross to York,1/17/2024,16:00:00,London Kings Cross,York,17:50:00,17:50:00,On Time,No delay,0,2609,Weekday
London Euston to Birmingham New Street,1/17/2024,16:15:00,London Euston,Birmingham New Street,17:35:00,17:35:00,On Time,No delay,0,2610,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/17/2024,16:15:00,Manchester Piccadilly,Liverpool Lime Street,16:45:00,16:45:00,On Time,No delay,0,2611,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/17/2024,16:15:00,Liverpool Lime Street,Manchester Piccadilly,16:45:00,16:45:00,On Time,No delay,0,2612,Weekday
London Paddington to Reading,1/17/2024,16:15:00,London Paddington,Reading,17:15:00,,Cancelled,Staff Shortage,,2613,Weekday
London St Pancras to Leicester,2/5/2024,16:15:00,London St Pancras,Leicester,17:15:00,17:15:00,On Time,No delay,0,2614,Weekday
London Kings Cross to York,1/17/2024,16:15:00,London Kings Cross,York,18:05:00,18:05:00,On Time,No delay,0,2615,Weekday
London Kings Cross to York,1/16/2024,19:30:00,London Kings Cross,York,21:20:00,21:20:00,On Time,No delay,0,2616,Weekday
Birmingham New Street to Liverpool Lime Street,1/17/2024,16:30:00,Birmingham New Street,Liverpool Lime Street,18:00:00,18:00:00,On Time,No delay,0,2617,Weekday
London Paddington to Reading,1/17/2024,17:00:00,London Paddington,Reading,18:00:00,18:00:00,On Time,No delay,0,2618,Weekday
